word,meaning
"shipping clerk","פקיד משלוח בדרך הים"
"shivered from the cold","רעד מקור (קפא מקור, הצטמרר, שקשק)"
"shoe mine","מוקש נעל (מוקש נגד אדם המתפוצץ עקב דריכה)"
shoetree,"אימום נעליים"
shogunate,"שוגונות, שלטון של שוגון, שלטון של מושל צבאי (ביפן)"
"shook hands","לחצו ידיים; תקע כף, לחץ יד"
shoot,"לירות; לצוד; לפלוט; לצלם; להנחית; לשגר; להצמיח, לשלוח; להטיל; לחלוף ביעף"
"shoot at","לחתור לקראת"
"shoot the works","לעשות מאמץ עליון; להמר על כל כספו"
shooting,"דוקר, חד (כאב)"
"shooting pain","כאב דוקר"
shorn,"גזוז, שנגזז (צמר)"
"short commons","לחם צר ומים לחץ (מנת מזון מינימלית, מזון מועט ודל)"
"short range forecast","תחזית לזמן קצר"
"short term deposit","פיקדון קצר-מועד, פק&quot;מ (הפקדה בבנק למשך זמן קצר וקבוע מראש, פז&quot;ק)"
short-weight,"להונות במשקל"
shortbread,"עוגיית חמאה פריכה"
"shortened imperative","ציווי מקוצר (ציווי של פועלים מגזרת נל&quot;ה)"
shorthorn,"בקר קצר-קרניים"
shot,"ירייה; פגיעה, קליעה; ניחוש, ניסיון; זריקה; סיכוי; צלף; צילום; תצלום; קליע"
"shot in the arm","זריקת עידוד (דרבון, האצה, זירוז, המרצה)"
"shot in the locker","הקלף האחרון"
"shouldered the burden","משך בעול (מילא את המוטל עליו, לא השתמט)"
"shouted at the top of his voice","צעק במלוא גרונו, צרח ככרוכיה"
"show fight","לגלות רוח קרב"
"showed outstanding talents","התבלט בכשרונותיו"
"showed respect for him","גילה כבוד כלפיו, נתן לו כבוד"
shower,"להתקלח; לרדת (גשם); להמטיר, להרעיף"
shrew,"כלבתא, אישה סוררת, מרשעת; חדף (בעל-חיים)"
shrinking,"התכווצות; הירתעות"
shuffle,"דשדוש, גרירת רגליים; טריפה, ערבוב; התחמקות, הולכת שולל"
"shut the door in his face","נעל את הדלת בפניו (סגר לו את האופציה, מנע ממנו את האפשרות)"
shutdown,"הדממה, סגירה, השבתה, השתה זמנית של מפעל"
shuttlecock,"להכות הלוך ושוב"
"side chain","שרשרת חיבור צדדית"
"side effect","תופעת לוואי (תופעה (שלילית) העלולה להיגרם עקב שימוש בתרופה; תופעה אופיינית נלווית)"
"side plate","דופן צדדית"
"side road","כביש צדדי"
signally,"בהבלטה, בצורה בולטת"
"signature authentication","אימות חתימה (בדיקה שהחתימה איננה מזויפת)"
signore,"אדוני, סניור (פנייה)"
silenced,"מושתק"
silent,"שקט, חרישי; שותק, מחריש; אילם (סרט); שתוק; דמום; שתקן, שתקני; נמנע מלציין"
silicone,"סיליקון, צורן (יסוד כימי נפוץ המשמש בתעשיות שונות וברפואה)"
sillily,"בטיפשות, בסכלות; באופן מגוחך, בחוסר היגיון"
silver,"כסף (המתכת); צבע כסף; כלי-כסף; מצלצלים, מעות"
"silver age","תקופת הכסף"
simplifier,"מפשט"
simplify,"לפשט"
simply,"בפשטות; פשוט; רק, גרידא; בטיפשות"
simulator,"מכשיר הדמייה, מדמה; מעמיד פנים, מחקה; סימולטור"
"sing low","להמעיט בדיבור; להנמיך את הטון"
sing-along,"שירה בציבור"
"single blessedness","חיי רווקות מאושרים"
"singular beauty","יופי לא רגיל, יופי יוצא-דופן"
sinologue,"סטודנט לסינולוגיה (חקר סין); סינולוג, מומחה לסינולוגיה, עוסק בחקר סין תרבותה ולשונה"
sinsyne,"(ארכאי) מאז, מאותו הזמן, מאותה עת"
sirloin,"בשר-ורד, בשר-מותניים"
"sit bodkin","לשבת קרוב מאוד אחד לשני"
"sit down on","לדכא"
"sit on thorns","לשבת על קוצים"
sitemap,"מפת אתר (מחשבים), מפה או תרשים של אתר אינטרנט המתארת את מבנה האתר; מפה, תרשים של מקום"
sixpack,"שישייה, קבוצה של שישה, קבוצה של שש יחידות; שישה בקבוקים או שש פחיות שתייה (בירה למשל) ארוזים יחדיו; שרירי בטן מפותחים של גבר (סלנג)"
sixteen,"שש-עשרה, שישה-עשר, 16"
skag,"הרואין (סלנג)"
"skeleton key","מפתח מסטר"
sketch,"רישום; מתווה; תיאור; שרטוט; סקיצה"
"sketch book","פנקס רשימות, ספר רישום, ספר בו מציירים טיוטות רישומים; ספר לכתיבת טיוטות ספרותיות, ספר המכיל ספורים או מאמרים קצרים לא רשמיים"
sketchy,"כללי, גס, לא מעובד, לא מהוקצע; שטחי"
"ski club","מועדון גלישה, מועדון סקי"
"skid row","משכנות עוני {עגה}"
skimp,"מצומצם, דל, מועט"
"skin a flint","לעשות הכול למען הכסף"
skirl,"צליל חמת-חלילים; קול חד"
skull,"גולגולת; קדקוד, ראש; מוח, שכל"
"sky sign","פרסומת שנכתבת בעשן המטוס"
slab,"לוח-אבן, טבלה, לוח; פרוסה עבה"
"slam dance","ריקוד טריקה, סגנון ריקוד פרוע שבו אנשים נתקלים אחד בשני במכוון (בדרך כלל מבוצע למוסיקת פאנק)"
slam-bang,"בכוח, ברעש"
slantwise,"בשיפוע, במלוכסן, אלכסונית"
slaughterer,"שוחט"
sleaziness,"שפלות, עליבות; דקות, דקיקות; הזנחה, לכלוך"
"sleep learning","שנת למידה, למידה תוך כדי שינה (על ידי הקשבה להקלטות וכו'); תהליך אספקת מידע למוח בזמן שינה"
"sleep like a top","לישון כמו בול עץ, לישון שינה עמוקה"
sleigh,"מזחלת, מגררת"
slippered,"נעול נעלי-בית"
"slop over","להשתפך, לדבר ברגשנות"
slow,"להאט"
slowpoke,"כבד תנועה, איטי (סלנג)"
slub,"סיב המופק במתהליך מזירה; חריגות בחוט טווי, קשר בחוט טווי"
slurp,"ללעוס ברעש, ללגום ברעש"
slushiness,"בוציות, רפש"
small,"החלק הצר (של הגב)"
"small Antilles","איי האנטילים הקטנים (איי הודו המערבית, קבוצת איים בין אמריקה הצפונית והדרומית)"
"small basket","סלסילה, סל קטן"
"small industry","תעשייה זעירה (בתי-מלאכה קטנים)"
"small piece","חתיכה קטנה, קטע קטן"
"small summit","פסגה זוטא"
smallish,"קטן למדי, די קטן"
smiler,"חייכן, מרבה לחייך"
smirk,"לחייך חיוך מעושה; לחייך חיוך זחוח, לחייך באופן המביע שביעות-רצון עצמית"
smith,"נפח, חרש ברזל, חרש מתכת"
"smoke signal","אות עשן (סימון המיוצר מגז בד&quot;כ מחלקיקי פחם שמקורם בתהליך שריפה, סימון בעשן כאות להימצאות בשטח)"
smooch,"נשיקה (סלנג)"
"smooth water runs deep","מים שקטים חודרים עמוק, אנשים החושבים לעומק ממעיטים במלים"
smothery,"מחניק, דחוס"
smut,"לפייח; ללכלך, להכתים; להתלכלך; להדביק בשידפון; להידבק בשידפון"
snagger,"גנב, 'פלחן' (סלנג)"
snappiness,"מרץ, זריזות; זעף, דיבור חותך, חריפות; פתאומיות, מהירות"
snatchy,"לא סדיר, קטוע, מקוטע"
sneakthief,"גנב פעוט, גנבן"
sneerer,"לגלגן, לעגן"
sneezer,"מרבה להתעטש"
snick,"לחרוץ חריץ, לעשות חתך קטן"
"sniper rifle","רובה צלפים (נשק מדויק בד&quot;כ בעל כוונת טלסקופית)"
snitch,"מלשין, מודיע (סלנג); גנב (סלנג)"
"snow job","תרמית, מעשה מרמה, הונאה (סלנג)"
snowbird,"(סוג) ציפור-שיר; מי שנוסע לאזורים חמים בעונת החורף; נרקומן, מכור להרואין (סלנג)"
snowfield,"שטח גדול של שלגי-עד"
snowpack,"אזור שלג דחוס"
snub,"סולד (אף)"
"so much","כל כך, מאד; כל כך הרבה; עד כדי כך"
"soaking up","השריה; ספיגה"
"soap bubble","בועת סבון"
"soaring high","מרקיע שחקים"
"social polarization","קיטוב מעמדי (פערים בין העשירים לעניים, קיטוב חברתי)"
"social work","עבודה סוציאלית (עבודה קהילתית, טיפול באוכלוסיות מצוקה, עזרה לנזקקים)"
sockdolager,"other with a spring when the fish bites מיישב, משהו שמסדיר; טיעון פסקני; מכה או הערה קשה; משהו מדהים; חיבור של שני קרסים הננעלים האחד על גבי השני בעזרת קפיץ כאשר הדג נושך את הפתיון"
"softening of the brain","ניוון או נמק מוחי; ריכוך מוחי; שיטיון הקשור בשיתוק מוטורי כללי"
"software maintenance","תחזוקת תכנה (שמירה על תקינות תכנה ועדכונה)"
"soil erosion","סחיפת קרקע, סחף"
solar,"שמשי, של השמש; פועל באמצעות אנרגית השמש; סולרי"
"solar year","שנת-חמה, שנה שמשית (שנה המיוסדת על מחזור ההקפה של הארץ סביב לשמש)"
soldered,"מולחם"
"solicit favors","לחפש טובות הנאה"
"solid evidence","ראיות מוצקות, הוכחה ממשית"
solidary,"סולידרי (מזדהה עם אחר, מגלה הבנה כלפי אחר)"
soliloquist,"נושא מונולוג; מדבר אל עצמו"
soliloquize,"[so·lil·o·quize || sə'lɪləkwaɪz]<br>לשאת מונולוג; לדבר אל עצמו, להרהר בקול רם"
solve,"לפתור, להתיר"
solvolytic,"ממס (בכימיה)"
somatotropin,"הורמון גדילה, הורמון פפטיד המופרש על ידי בלוטת יותרת המוח והמעודד צמיחה אצל בני אדם"
sombre,"קודר, אפל; מדכא; עגום, מדוכדך (כמו somber)"
sombrero,"סומבררו (כובע רחב שוליים הנפוץ באמריקה הלטינית)"
something,"משהו, דבר-מה; &quot;משהו&quot;, &quot;משהו משהו&quot; (סלנג)"
"something fishy","משהו חשוד, משהו מסריח"
"somewhat excited","נרגש במקצת, מרוגש"
somewhen,"פעם, באחד הימים; מתי-שהוא"
somewhere,"איפה-שהוא, היכן-שהוא, במקום כלשהו, אי-שם; לאן-שהוא"
somnolence,"ישנוניות, נטייה לשינה; נטייה להרדים"
"song on crossing the Red Sea","שירת-הים (שיר ההלל ששרו משה ובני-ישראל לאחר קריעת ים-סוף)"
sonny,"בן, ילד; בני, ילדי (פנייה)"
sonogram,"שיטת הדמיה באמצעות גלי קול קצרים בלתי נשמעים במהלך בדיקת אולטרסאונד"
soothsaying,"הגדת-עתידות; נבואה, ניבוי"
sophistication,"תחכום; ניסיון-חיים, בקיאות בהלכות העולם; פלפול, פלפלנות"
soporific,"חומר מרדים"
soporifically,"כחומר מרדים"
sorority,"מועדון נשים, אגודת נשים, אחוות סטודנטיות"
sorrow,"להצטער; להתאבל; להתייסר"
"sort of","במידת-מה, קצת, במקצת, קלות, קימעה, קימעא, במידה מסוימת; למדי"
"sorting program","תכנית מיון (תכנית אשר מבצעת סידור על-פי מפתח מסוים של קובצי נתונים)"
sottish,"שיכור עד טמטום; של שיכור מועד"
"sou'easter","רוח דרום-מזרחית"
"soul patch","איזור קטן של שיער פנים מתחת לשפה התחתונה"
"sounding line","כבל מדידה"
